URL,Length-of-url,Numeric Token,Special_chars,Number of Special Characters,Number of Dot Occurences,Dash Count,LetterDigitLetter,Tokens,Alphabet Entropy,Max Token Length,Average Token Length,URL Token Count,Ads_Class
"https://s.yimg.com/os/mit/td/td-applet-mega-header-1.0.858/r-min.js
",68,1,"[':', '.', '.', '.', '.', '.']",6,5,5,0,"['', 'applet', 'mit', '1.0.858', 'os', ""js\\n'"", 'header', '1', ""b'https:"", 'min', 's', 'r', 's.yimg.com', '858', 'td', 'yimg', ""min.js\\n'"", 'mega', '0']",4.247927513443588,10,4.0,19,non-ad
"https://s.yimg.com/os/mit/td/td-applet-viewer-0.1.2812/r-min.js
",64,1,"[':', '.', '.', '.', '.', '.']",6,5,4,0,"['', 'applet', 'mit', 'os', '2812', ""js\\n'"", '1', 'viewer', ""b'https:"", 'min', 's', '0.1.2812', 'r', 's.yimg.com', 'td', 'yimg', ""min.js\\n'"", '0']",4.169925001442313,10,4.111111111111111,18,non-ad
"https://s.yimg.com/os/mit/td/td-applet-navlinks-atomic-0.0.90/r-min.js
",71,1,"[':', '.', '.', '.', '.', '.']",6,5,5,0,"['', 'applet', 'mit', 'os', ""js\\n'"", '0.0.90', '90', '0', ""b'https:"", 'min', 's', 'atomic', 'r', 's.yimg.com', 'td', 'yimg', ""min.js\\n'"", 'navlinks']",4.169925001442313,10,4.277777777777778,18,non-ad
"https://s.yimg.com/os/mit/td/td-applet-fp-utils-0.1.297/r-min.js
",65,1,"[':', '.', '.', '.', '.', '.']",6,5,5,0,"['', 'applet', 'mit', '297', 'fp', 'os', ""js\\n'"", '0.1.297', 'utils', '1', ""b'https:"", 'min', 's', 'r', 's.yimg.com', 'td', 'yimg', ""min.js\\n'"", '0']",4.247927513443588,10,3.8421052631578947,19,non-ad
"portal/wikipedia.org/assets/js/index-66c9b3efbd.js
",51,1,"['.', '.']",2,2,1,1,"['assets', ""b'portal"", '66c9b3efbd', ""js\\n'"", 'org', 'wikipedia.org', 'index', ""66c9b3efbd.js\\n'"", 'wikipedia', 'js']",3.321928094887362,16,7.7,10,non-ad
"portal/wikipedia.org/assets/js/gt-ie9-a2995951ca.js
",52,1,"['.', '.']",2,2,2,1,"['assets', ""b'portal"", 'a2995951ca', 'org', 'wikipedia.org', ""js\\n'"", 'wikipedia', 'ie9', 'js', 'gt', ""a2995951ca.js\\n'""]",3.459431618637298,16,7.0,11,non-ad
"/i/js_inst?c_name=ui_metrics
",29,0,['?'],1,0,0,0,"[""b'"", ""js_inst?c_name=ui_metrics\\n'"", 'i']",1.584962500721156,28,10.333333333333334,3,non-ad
"/i/js_inst?c_name=ui_metrics
",29,0,['?'],1,0,0,0,"[""b'"", ""js_inst?c_name=ui_metrics\\n'"", 'i']",1.584962500721156,28,10.333333333333334,3,non-ad
"https://abs.twimg.com/k/en/init.en.1839d11152b4240bfdb7.js
",59,1,"[':', '.', '.', '.', '.', '.']",6,5,0,1,"['', 'k', ""js\\n'"", 'en', 'twimg', ""init.en.1839d11152b4240bfdb7.js\\n'"", ""b'https:"", 'abs.twimg.com', 'abs', 'init', '1839d11152b4240bfdb7']",3.459431618637298,34,8.636363636363637,11,non-ad
"//g.alicdn.com/??kissy/k/1.4.14/seed-min.js,mui/kissy-polyfill/4.0.16/index.js,mui/zepto/4.0.9/zepto.js,mui/zepto/4.0.9/event.js,mui/zepto/4.0.9/touch.js,mui/mtb-windvane/4.0.3/index.js,mui/babel-polyfill/6.2.7/index.js,mui/mtop/4.1.9/index.js,mui/zebra-dynamic/4.2.12/io.js,mui/zebra-dynamic/4.2.12/ald-bottom.js,mui/fetch/4.1.12/tool.js,mui/zebra-dynamic/4.2.12/request.js,mui/cookie/4.1.0/index.js,mui/zebra-dynamic/4.2.12/plugins/region/index.js,mui/zebra-dynamic/4.2.12/plugins/chaoshi/index.js,mui/zebra-dynamic/4.2.12/plugins/userId/index.js,mui/zebra-dynamic/4.2.12/plugin.js,mui/zebra-dynamic/4.2.12/index.js,mui/common/4.0.105/js/mod-config.js,mui/common/4.0.105/js/event.js,mui/custom-event/4.0.3/index.js,mui/common/4.0.105/js/tm.js,mui/common/4.0.105/js/tool.js,mui/common/4.0.105/js/site-nav.js,mui/common/4.0.105/js/plugin-pc.js,mui/common/4.0.105/index-pc.js,mui/zebra-oversea-header-pc/4.0.30/index-pc.js,mui/location/4.1.0/get-user-location-by-ip.js,mui/zebra-loader/4.4.15/index.js,mui/bat/5.0.11/index.js,mui/tes/5.0.14/index.js
",1049,1,"['.', '.', '?', '?', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.', ',', '.', '.', '.']",127,95,27,0,"['', '4.0.3', 'io.js,mui', 'mtb', 'event', '4.0.16', '4.4.15', '16', 'alicdn', 'tool.js,mui', 'js,mui', 'g.alicdn.com', 'dynamic', 'cookie', 'k', 'region', '??kissy', 'mtop', 'io', '4.2.12', 'tm', ""b'"", '9', '5', 'windvane', 'mod', '3', 'userId', 'fetch', 'ald', 'js', '4.0.9', 'by', 'header', 'request', 'min', 'bottom', '105', 'plugins', '4.0.30', '12', 'zepto', '1.4.14', 'request.js,mui', '4', 'index.js,mui', 'chaoshi', '11', '4.1.12', '4.1.9', '14', 'min.js,mui', 'user', 'nav.js,mui', '1', '6.2.7', 'location', 'loader', 'index', 'ip', 'plugin.js,mui', 'babel', '5.0.14', 'seed', '30', 'plugin', 'kissy', 'tool', '4.1.0', 'touch.js,mui', 'g', 'site', 'oversea', 'bottom.js,mui', '0', 'tm.js,mui', 'custom', 'pc', '6', 'common', 'zebra', '2', 'event.js,mui', '4.0.105', 'config.js,mui', 'bat', ""index.js\\n'"", '7', '5.0.11', 'get', 'pc.js,mui', ""js\\n'"", 'ip.js,mui', 'zepto.js,mui', 'polyfill', 'tes', 'nav', 'config', '15', 'touch']",6.6438561897747395,14,5.38,100,non-ad
"//g.alicdn.com/secdev/pointman/js/index.js
",43,0,"['.', '.', '.']",3,3,0,0,"['', 'g.alicdn.com', ""js\\n'"", 'index', 'g', 'secdev', ""b'"", 'js', ""index.js\\n'"", 'alicdn', 'pointman']",3.459431618637298,12,5.2727272727272725,11,non-ad
"https://cdn.optimizely.com/js/8066781501.js
",44,1,"[':', '.', '.', '.']",4,3,0,1,"['', 'cdn.optimizely.com', '8066781501', ""js\\n'"", ""8066781501.js\\n'"", ""b'https:"", 'js', 'cdn', 'optimizely']",3.169925001442312,18,8.0,9,non-ad
"https://r1.res.office365.com/owalanding/v2.14/landing.js
",57,1,"[':', '.', '.', '.', '.', '.']",6,5,0,1,"['', 'v2.14', 'office365', ""js\\n'"", 'owalanding', 'r1.res.office365.com', 'v2', '14', ""b'https:"", 'res', 'landing', ""landing.js\\n'"", 'r1']",3.7004397181410926,20,6.615384615384615,13,non-ad
"https://az725175.vo.msecnd.net/scripts/jsll-4.js
",49,1,"[':', '.', '.', '.', '.']",5,4,1,1,"['', ""4.js\\n'"", 'msecnd', ""js\\n'"", 'vo', 'az725175.vo.msecnd.net', 'net', ""b'https:"", 'scripts', 'az725175', '4', 'jsll']",3.584962500721156,22,6.083333333333333,12,non-ad
"//d3.sina.com.cn/litong/zhitou/sinaads/release/sinaads.js
",58,1,"['.', '.', '.', '.']",4,4,0,1,"['', 'd3', ""js\\n'"", ""sinaads.js\\n'"", 'cn', ""b'"", 'sina', 'zhitou', 'release', 'sinaads', 'litong', 'd3.sina.com.cn']",3.584962500721156,14,5.666666666666667,12,non-ad
"//news.sina.com.cn/js/pctianyi/sima.js
",39,0,"['.', '.', '.', '.']",4,4,0,0,"['', ""js\\n'"", 'cn', ""b'"", 'sina', 'js', ""sima.js\\n'"", 'news', 'pctianyi', 'sima', 'news.sina.com.cn']",3.459431618637298,16,5.181818181818182,11,non-ad
"//n.sinaimg.cn/ent/js/lib/jquery-1.7.2.js
",42,1,"['.', '.', '.', '.', '.']",5,5,1,1,"['', 'ent', '2', 'n.sinaimg.cn', ""js\\n'"", 'sinaimg', 'cn', 'jquery', ""b'"", '1', 'lib', 'js', 'n', ""1.7.2.js\\n'"", '7']",3.906890595608518,12,3.8,15,non-ad
"//d3.sina.com.cn/litong/zhitou/sinaads/demo/wanglt/sinaIndexAD/edu_ad_change.js
",80,1,"['.', '.', '.', '.']",4,4,0,1,"['', 'd3', ""js\\n'"", 'demo', 'cn', 'wanglt', ""edu_ad_change.js\\n'"", ""b'"", 'sina', 'zhitou', 'sinaIndexAD', 'sinaads', 'litong', 'd3.sina.com.cn', 'edu_ad_change']",3.906890595608518,19,6.733333333333333,15,ad
"//i.sso.sina.com.cn/js/ssologin.js
",35,0,"['.', '.', '.', '.', '.']",5,5,0,0,"['', 'i.sso.sina.com.cn', ""js\\n'"", 'i', 'cn', 'ssologin', 'sso', ""b'"", 'sina', 'js', ""ssologin.js\\n'""]",3.459431618637298,17,5.2727272727272725,11,non-ad
"//news.sina.com.cn/sso/outlogin_layer.js
",41,0,"['.', '.', '.', '.']",4,4,0,0,"['', ""outlogin_layer.js\\n'"", ""js\\n'"", 'cn', 'sso', ""b'"", 'sina', 'outlogin_layer', 'news', 'news.sina.com.cn']",3.321928094887362,20,7.0,10,non-ad
"//news.sina.com.cn/sso/user_panel_homepage.js
",46,0,"['.', '.', '.', '.']",4,4,0,0,"['', ""js\\n'"", 'user_panel_homepage', ""user_panel_homepage.js\\n'"", 'cn', 'sso', ""b'"", 'sina', 'news', 'news.sina.com.cn']",3.321928094887362,25,8.0,10,non-ad
"//auto.sina.com.cn/sinaauto/2016/sinahome/chooseCars.js
",56,1,"['.', '.', '.', '.']",4,4,0,0,"['', ""js\\n'"", 'cn', ""b'"", 'sina', 'sinahome', 'auto.sina.com.cn', 'chooseCars', 'sinaauto', 'auto', '2016', ""chooseCars.js\\n'""]",3.584962500721156,16,6.583333333333333,12,non-ad
"//d3.sina.com.cn/d1images/sinaads_entry/sinaads_entry_index.js
",63,1,"['.', '.', '.', '.']",4,4,0,1,"['', 'd3', 'd1images', ""js\\n'"", 'cn', ""sinaads_entry_index.js\\n'"", ""b'"", 'sina', 'sinaads_entry', 'sinaads_entry_index', 'd3.sina.com.cn']",3.459431618637298,25,8.545454545454545,11,non-ad
"//www.sina.com.cn/js/79/2013/0717/fix.js
",41,1,"['.', '.', '.', '.']",4,4,0,0,"['', ""js\\n'"", 'fix', 'cn', '79', 'www', ""b'"", 'sina', ""fix.js\\n'"", 'js', '0717', 'www.sina.com.cn', '2013']",3.7004397181410926,15,4.230769230769231,13,non-ad
"//www.sina.com.cn/edublk/college_json.js
",41,0,"['.', '.', '.', '.']",4,4,0,0,"['', 'edublk', 'college_json', ""js\\n'"", 'cn', 'www', ""b'"", 'sina', ""college_json.js\\n'"", 'www.sina.com.cn']",3.321928094887362,18,6.7,10,non-ad
"//n.sinaimg.cn/homepage/js/choose_edu1.js
",42,1,"['.', '.', '.']",3,3,0,1,"['', 'n.sinaimg.cn', ""js\\n'"", ""choose_edu1.js\\n'"", 'sinaimg', 'cn', ""b'"", 'homepage', 'js', 'choose_edu1', 'n']",3.459431618637298,17,6.090909090909091,11,non-ad
"//i1.sinaimg.cn/unipro/pub/suda_m_v630.js
",42,1,"['.', '.', '.']",3,3,0,1,"['', 'unipro', 'suda_m_v630', 'i1.sinaimg.cn', ""js\\n'"", 'sinaimg', 'cn', ""b'"", ""suda_m_v630.js\\n'"", 'i1', 'pub']",3.459431618637298,17,6.181818181818182,11,non-ad
"https://static.licdn.com/sc/h/3o2qmokowb33c1seo4nr00uqn
",56,1,"[':', '.', '.']",3,2,0,1,"['', 'h', 'static', ""b'https:"", 'licdn', 'sc', ""3o2qmokowb33c1seo4nr00uqn\\n'"", 'static.licdn.com']",3.0,28,8.25,8,non-ad
"https://static.licdn.com/sc/h/chpzgttpznxpdtzqz2ht7qszi
",56,1,"[':', '.', '.']",3,2,0,1,"['', 'h', 'static', ""chpzgttpznxpdtzqz2ht7qszi\\n'"", ""b'https:"", 'licdn', 'sc', 'static.licdn.com']",3.0,28,8.25,8,non-ad
"//js.t.sinajs.cn/t6/home/js/pl/top/topInit.js?version=edef3632d17f5fb3
",71,1,"['.', '.', '.', '.', '?']",5,4,0,0,"['', 'home', 't6', 'js.t.sinajs.cn', 'top', 'pl', 'cn', 'topInit', ""b'"", ""topInit.js?version=edef3632d17f5fb3\\n'"", 'js', ""js?version=edef3632d17f5fb3\\n'"", 'sinajs', 't']",3.8073549220576055,38,8.071428571428571,14,non-ad
"//js.t.sinajs.cn/t5/register/js/v6/pl/base.js?version=edef3632d17f5fb3
",71,1,"['.', '.', '.', '.', '?']",5,4,0,0,"['', 'js.t.sinajs.cn', 'v6', 'pl', 't5', 'cn', 'register', ""base.js?version=edef3632d17f5fb3\\n'"", ""b'"", 'base', 'js', ""js?version=edef3632d17f5fb3\\n'"", 'sinajs', 't']",3.8073549220576055,35,7.857142857142857,14,non-ad
"//www.ebay.com/scl/js/ScandalLoader.js
",39,0,"['.', '.', '.']",3,3,0,0,"['', ""js\\n'"", 'www.ebay.com', 'ebay', 'www', ""b'"", 'ScandalLoader', 'js', 'scl', ""ScandalLoader.js\\n'""]",3.321928094887362,19,6.3,10,non-ad
"https://ir.ebaystatic.com/rs/c/inception-oVrxsavb.js
",53,0,"[':', '.', '.', '.']",4,3,1,0,"['', 'ir', 'inception', ""js\\n'"", 'ir.ebaystatic.com', 'c', 'oVrxsavb', ""b'https:"", ""oVrxsavb.js\\n'"", 'rs', 'ebaystatic']",3.459431618637298,17,6.909090909090909,11,non-ad
"https://ir.ebaystatic.com/rs/c/highlnfe-aV1LtCJ6.js
",52,1,"[':', '.', '.', '.']",4,3,1,1,"['', 'ir', ""aV1LtCJ6.js\\n'"", ""js\\n'"", 'ir.ebaystatic.com', 'c', ""b'https:"", 'rs', 'aV1LtCJ6', 'ebaystatic', 'highlnfe']",3.459431618637298,17,6.818181818181818,11,non-ad
"https://ir.ebaystatic.com/rs/c/jquery-unA6K0OI.js
",50,1,"[':', '.', '.', '.']",4,3,1,1,"['', 'ir', ""unA6K0OI.js\\n'"", ""js\\n'"", 'ir.ebaystatic.com', 'c', 'jquery', ""b'https:"", 'unA6K0OI', 'rs', 'ebaystatic']",3.459431618637298,17,6.636363636363637,11,non-ad
"https://ir.ebaystatic.com/rs/v/10341xh50yz21mhhydueu4m5wad.js
",62,1,"[':', '.', '.', '.']",4,3,0,1,"['', 'ir', ""js\\n'"", 'ir.ebaystatic.com', ""10341xh50yz21mhhydueu4m5wad.js\\n'"", ""b'https:"", 'v', 'rs', '10341xh50yz21mhhydueu4m5wad', 'ebaystatic']",3.321928094887362,33,10.5,10,non-ad
"https://ir.ebaystatic.com/rs/v/it02syay0qyozhdaszhv1jl4yyd.js
",62,1,"[':', '.', '.', '.']",4,3,0,1,"['', 'ir', ""js\\n'"", 'ir.ebaystatic.com', ""it02syay0qyozhdaszhv1jl4yyd.js\\n'"", ""b'https:"", 'v', 'rs', 'ebaystatic', 'it02syay0qyozhdaszhv1jl4yyd']",3.321928094887362,33,10.5,10,non-ad
"https://ir.ebaystatic.com/rs/c/dfp/v4.2.js
",43,1,"[':', '.', '.', '.', '.']",5,4,0,1,"['', '2', 'ir', ""js\\n'"", 'ir.ebaystatic.com', 'c', ""b'https:"", 'dfp', 'rs', ""v4.2.js\\n'"", 'v4', 'ebaystatic']",3.584962500721156,17,5.083333333333333,12,non-ad
"https://ir.ebaystatic.com/rs/v/kocpprlqui4whc4sr0gwpcbrua0.js
",62,1,"[':', '.', '.', '.']",4,3,0,1,"['', 'ir', 'kocpprlqui4whc4sr0gwpcbrua0', ""js\\n'"", 'ir.ebaystatic.com', ""b'https:"", 'v', 'rs', 'ebaystatic', ""kocpprlqui4whc4sr0gwpcbrua0.js\\n'""]",3.321928094887362,33,10.5,10,non-ad
"https://ir.ebaystatic.com/rs/c/makeebayfasterscript-src-scripts-body-78a2168a.js
",81,1,"[':', '.', '.', '.']",4,3,4,1,"['', 'ir', 'makeebayfasterscript', ""js\\n'"", 'src', 'body', 'ir.ebaystatic.com', 'c', 'scripts', ""b'https:"", 'rs', '78a2168a', ""78a2168a.js\\n'"", 'ebaystatic']",3.8073549220576055,20,7.214285714285714,14,non-ad
"//yastatic.net/jquery/2.1.4/jquery.min.js
",42,1,"['.', '.', '.', '.', '.']",5,5,0,0,"['', ""jquery.min.js\\n'"", '2', ""js\\n'"", ""b'"", 'net', '1', 'min', 'yastatic', 'jquery', '2.1.4', 'yastatic.net', '4']",3.7004397181410926,16,4.846153846153846,13,non-ad
"//yastatic.net/s3/home-static/_/e/n/wxO75yTq1lwXF485Hwt_4GtL0.js
",65,1,"['.', '.']",2,2,1,1,"['', 'home', '_', ""js\\n'"", ""b'"", 'net', 'static', ""wxO75yTq1lwXF485Hwt_4GtL0.js\\n'"", 'e', 'yastatic', 'n', 'yastatic.net', 's3', 'wxO75yTq1lwXF485Hwt_4GtL0']",3.8073549220576055,31,7.214285714285714,14,non-ad
"https://mc.yandex.ru/metrika/watch.js
",38,0,"[':', '.', '.', '.']",4,3,0,0,"['', 'mc', 'watch', 'ru', 'metrika', ""watch.js\\n'"", 'yandex', ""js\\n'"", 'mc.yandex.ru', ""b'https:""]",3.321928094887362,12,5.8,10,non-ad
"/js/cmodules/mobile/grip.js?26173135451
",40,1,"['.', '?']",2,1,0,0,"['cmodules', ""grip.js?26173135451\\n'"", ""js?26173135451\\n'"", ""b'"", 'js', 'grip', 'mobile']",2.8073549220576046,22,8.714285714285714,7,non-ad
"//gss3.bdstatic.com/5bVWsj_p_tVS5dKfpU_Y_D3/res/js/polyfill/es5-shim.min.js
",76,1,"['.', '.', '.', '.']",4,4,1,1,"['', ""js\\n'"", 'bdstatic', '5bVWsj_p_tVS5dKfpU_Y_D3', 'polyfill', 'gss3', ""b'"", 'min', 'res', 'gss3.bdstatic.com', 'js', 'es5', 'shim', ""shim.min.js\\n'""]",3.8073549220576055,23,6.857142857142857,14,non-ad
"http://s2.hao123img.com/her/static/indexnew/lib/main.cf91835.js
",64,1,"[':', '.', '.', '.', '.']",5,4,0,1,"['', 'main', 's2.hao123img.com', 'cf91835', ""js\\n'"", ""b'http:"", 'indexnew', ""main.cf91835.js\\n'"", 'static', 's2', 'hao123img', 'lib', 'her']",3.7004397181410926,18,6.769230769230769,13,non-ad
"/static/bundles/metro/Polyfills.js/7c79155cce3c.js
",51,1,"['.', '.']",2,2,0,1,"['bundles', 'Polyfills', ""js\\n'"", 'Polyfills.js', ""b'"", 'metro', 'static', 'js', ""7c79155cce3c.js\\n'"", '7c79155cce3c']",3.321928094887362,18,7.8,10,non-ad
"/static/bundles/metro/Vendor.js/1582ba94060e.js
",48,1,"['.', '.']",2,2,0,1,"['bundles', 'Vendor.js', ""js\\n'"", ""b'"", 'metro', 'static', ""1582ba94060e.js\\n'"", 'js', '1582ba94060e', 'Vendor']",3.321928094887362,18,7.2,10,non-ad
"/static/bundles/metro/en_US.js/57570f0d2f36.js
",47,1,"['.', '.']",2,2,0,1,"['bundles', '57570f0d2f36', ""57570f0d2f36.js\\n'"", ""js\\n'"", ""b'"", 'metro', 'en_US.js', 'static', 'en_US', 'js']",3.321928094887362,18,7.0,10,non-ad
"/static/bundles/metro/ConsumerCommons.js/302e160b7d8c.js
",57,1,"['.', '.']",2,2,0,1,"['bundles', 'ConsumerCommons', ""js\\n'"", 'ConsumerCommons.js', ""b'"", 'metro', 'static', ""302e160b7d8c.js\\n'"", 'js', '302e160b7d8c']",3.321928094887362,18,9.0,10,non-ad
"/static/bundles/metro/Consumer.js/aaf694489671.js
",50,1,"['.', '.']",2,2,0,1,"['bundles', 'Consumer.js', ""aaf694489671.js\\n'"", ""js\\n'"", ""b'"", 'metro', 'static', 'Consumer', 'js', 'aaf694489671']",3.321928094887362,18,7.6,10,non-ad
"/static/bundles/metro/LandingPage.js/6fe1d833a565.js
",53,1,"['.', '.']",2,2,0,1,"['bundles', 'LandingPage', ""js\\n'"", '6fe1d833a565', ""b'"", 'metro', 'LandingPage.js', 'static', ""6fe1d833a565.js\\n'"", 'js']",3.321928094887362,18,8.2,10,non-ad
"//static-global-s-msn-com.akamaized.net/hp-eas/_h/4c59fa2c/webcore/externalscripts/jquery/jquery-1.11.1.min.js
",111,1,"['.', '.', '.', '.', '.', '.']",6,6,6,1,"['', ""1.11.1.min.js\\n'"", 'global', 'eas', '1', 'akamaized', '_h', 'net', 'webcore', 'min', 'externalscripts', ""js\\n'"", ""b'"", 'static', '11', 'msn', 'hp', 's', '4c59fa2c', 'jquery', 'com.akamaized.net']",4.39231742277876,17,5.571428571428571,21,non-ad
"//i.alicdn.com/ae-wholesale-ui/??loader.f5f32ddc.js
",52,1,"['.', '.', '?', '?', '.', '.']",6,4,2,1,"['', ""??loader.f5f32ddc.js\\n'"", ""js\\n'"", 'ae', 'wholesale', 'f5f32ddc', 'i', ""b'"", 'i.alicdn.com', '??loader', 'ui', 'alicdn']",3.584962500721156,23,6.5,12,non-ad
"//i.alicdn.com/ae-header/20190402115703/buyer/glofront/ae-header.js
",68,1,"['.', '.', '.']",3,3,2,0,"['', ""header.js\\n'"", 'buyer', ""js\\n'"", 'ae', 'i', 'header', ""b'"", 'i.alicdn.com', '20190402115703', 'glofront', 'alicdn']",3.584962500721156,14,6.083333333333333,12,non-ad
"//ajax.googleapis.com/ajax/libs/webfont/1.5.10/webfont.js
",58,1,"['.', '.', '.', '.', '.']",5,5,0,0,"['', 'ajax', ""js\\n'"", 'ajax.googleapis.com', ""webfont.js\\n'"", '5', ""b'"", '1', 'googleapis', 'libs', '1.5.10', '10', 'webfont']",3.7004397181410926,19,5.6923076923076925,13,non-ad
"js/main.min.js?v=1476060773
",28,1,"['.', '.', '?']",3,2,0,0,"[""b'js"", 'main', 'min', ""main.min.js?v=1476060773\\n'"", ""js?v=1476060773\\n'""]",2.321928094887362,27,11.2,5,non-ad
"/metrics/ac-analytics/2.2/scripts/gpu.js
",41,1,"['.', '.']",2,2,1,0,"['2', 'gpu', ""js\\n'"", 'analytics', ""b'"", 'scripts', 'ac', ""gpu.js\\n'"", '2.2', 'metrics']",3.321928094887362,9,4.8,10,non-ad
"/v/home/ed/built/scripts/head.built.js
",39,0,"['.', '.']",2,2,0,0,"[""head.built.js\\n'"", 'home', 'ed', ""js\\n'"", ""b'"", 'scripts', 'built', 'head', 'v']",3.169925001442312,16,5.111111111111111,9,non-ad
"/ac/globalnav/4/en_US/scripts/ac-globalnav.built.js
",52,1,"['.', '.']",2,2,1,0,"[""globalnav.built.js\\n'"", 'globalnav', ""js\\n'"", ""b'"", 'en_US', 'ac', 'scripts', 'built', '4']",3.169925001442312,21,6.333333333333333,9,non-ad
"/metrics/ac-analytics/2.6.0/scripts/ac-analytics.js
",52,1,"['.', '.', '.']",3,3,2,0,"['2', ""js\\n'"", ""analytics.js\\n'"", 'analytics', '2.6.0', '6', ""b'"", 'scripts', 'ac', 'metrics', '0']",3.459431618637298,15,5.0,11,non-ad
